"ID","OUTCOME_ID","NUM","TITLE"
"650","334","1","War Graves and Commemorations - Anzac Centenary Century of Service Domestic Program"
"651","334","1","War Graves and Commemorations - Vietnam Veterans' Education Centre"
"652","334","1","War Graves and Commemorations - Replacement of Anzac Day Lone Pine Services"
"653","335","7","Adjustment to the Military Rehabilitation and Compensation Acts Liability Provision - Health and Other Care Services"
"654","336","4","Assistance and Other Compensation for Veterans and Dependants"
"655","336","5","Veterans' Children Education Scheme"
"656","337","1","Government Schools National Support"
"657","337","2","Non-Government Schools National Support"
"658","337","3","Early Learning and Schools Support"
"659","337","4","Trade Training Centres in Schools"
"660","337","5","Youth Support"
"661","337","6","Support for the Child Care System(a)"
"662","337","7","Child Care Benefit(a)"
"663","337","8","Child Care Rebate(a)"
"664","337","9","Child Care Subsidy(b)"
"665","338","1","Commonwealth Grant Scheme"
"666","338","3","Higher Education Support"
"667","338","4","Higher Education Loan Program"
"668","338","5","Investment in Higher Education Research"
"669","338","6","Research Capacity"
"670","338","7","International Education Support"
"671","338","8","Building Skills and Capability"
"672","340","1","Employment Services"
"673","341","1","Employee Assistance"
"674","341","2","Workplace Assistance"
"675","341","3","Workers' Compensation Payments"
"676","342","1","Sustainable Management of Natural Resources and the Environment"
"677","342","2","Environmental Information and Research"
"678","342","3","Land Sector Initiatives"
"679","342","4","Conservation of Australia's Heritage and Environment"
"680","342","5","Environmental Regulation"
"681","342","6","Management of Hazardous Wastes, Substances and Pollutants"
"682","342","7","Cities and the Built Environment"
"683","343","1","Reducing Australia's Greenhouse Gas Emissions"
"684","343","2","Adapting to Climate Change"
"685","343","3","Renewable Energy Technology Development"
"686","344","1","Antarctica: Science, Policy and Presence"
"687","345","1","Water Science and Wetlands"
"688","345","2","Commonwealth Environmental Water"
"689","346","1","Commonwealth Courts Corporate Services(a)"
"690","347","1","Family Court of Australia"
"691","348","1","Federal Court of Australia"
"692","349","1","Federal Circuit Court of Australia"
"693","350","1","Management of the Investment of the Future Fund"
"694","350","2","Management of the Investment of the Australian Government Investment Funds"
"695","352","1","Public Sector Governance"
"696","353","2","Transforming Government"
"697","353","3","Property and Construction"
"698","353","4","Insurance and Risk Management"
"699","353","5","Procurement Services"
"700","354","6","Public Sector Superannuation"
"701","355","7","Australian Government"
"702","356","1","Budget and Financial Management"
"703","357","1","Ministerial and Parliamentary Services"
"704","359","1","Foreign Affairs and Trade Operations"
"705","359","2","Official Development Assistance"
"706","359","3","Official Development Assistance - Multilateral Replenishments"
"707","359","4","Official Development Assistance - East Asia AIPRD"
"708","359","5","Payments to International Organisations"
"709","359","6","New Colombo Plan - Transforming Regional Relationships"
"710","359","7","Public Information Services and Public Diplomacy"
"711","359","8","Programs to Promote Australia's International Tourism Interests"
"712","360","1","Consular Services"
"713","360","2","Passport Services"
"714","361","1","Foreign Affairs and Trade Security and IT"
"715","361","2","Overseas Property"
"716","362","1","Fisheries Research and Development Corporation"
"717","363","1","Food regulatory activity and services to the Minister and Parliament"
"718","364","1","Education Services and Compliance Activities"
"719","365","1","Dispute resolution, minimum wage setting, orders and approvals of agreeements"
"720","366","1","Education Services and Compliance Activities"
"721","367","1","Geoscientific and spatial information services"
"722","368","1","Improving the outlook for the Great Barrier Reef"
"723","369","1","Grains Research and Development Corporation"
"724","370","1","Sport and Recreation1"
"725","370","9","of the Treasury's Portfolio Budget Statements."
"726","371","1","Access and Information"
"727","371","2","Home Support and Care5,6"
"728","371","3","Residential and Flexible Care"
"729","371","4","Aged Care Quality"
"730","371","9","of the Treasury's Portfolio Budget Statements."
"731","372","1","Protect the Health and Safety of the Community through Regulation"
"732","372","2","Health Protection and Emergency Response8"
"733","372","3","Immunisation8"
"734","372","9","of the Treasury's Portfolio Budget Statements."
"735","372","3","Immunisation"
"736","373","1","Health Policy Research and Analysis1"
"737","373","2","Health Innovation and Technology"
"738","373","3","Health Infrastructure1"
"739","373","4","Health Peak and Advisory Bodies"
"740","373","5","International Policy"
"741","373","9","of the Treasury's Portfolio Budget Statements."
"742","373","1","Health Policy Research and Analysis"
"743","374","1","Mental Health1"
"744","374","2","Aboriginal and Torres Strait Islander Health1"
"745","374","3","Health Workforce"
"746","374","4","Preventative Health and Chronic Disease1"
"747","374","5","Primary Health Care Quality and Coordination"
"748","374","6","Primary Care Practice Incentives"
"749","374","7","Hospital Services1"
"750","374","9","of the Treasury's Portfolio Budget Statements."
"751","375","1","Medical Benefits"
"752","375","2","Hearing Services"
"753","375","3","Pharmaceutical Benefits"
"754","375","4","Private Health Insurance"
"755","375","5","Medical Indemnity"
"756","375","6","Dental Services4"
"757","375","7","Health Benefit Compliance"
"758","375","8","Targeted Assistance - Aids and Appliance"
"759","375","9","of the Treasury's Portfolio Budget Statements."
"760","376","1","High Court Business"
"761","377","1","Infrastructure Australia"
"762","378","1","Equities and Investments"
"763","378","2","Indigenous Home Ownership"
"764","378","3","Business Development and Assistance"
"765","379","1","Inspector-General of Taxation"
"766","380","1","Public hospital price determinations"
"767","381","1","Assistance in the acquisition and management of an Indigenous land base"
"768","382","3","Program Support"
"769","383","2","Growing Business Investment and Improving Business Capability"
"770","383","2","Growing Business Investment and Improving Business Capability"
"771","383","2","Growing Business Investment and Improving Business Capability"
"772","384","1",
"773","384","2",
"774","385","1","Supporting Science and Commercialisation"
"775","386","1","IP Rights Administration and Professional Registration"
"776","386","2","Awareness, Education and International Engagement"
"777","386","3","Advice to Government"
"778","387","1","Murray-Darling Basin Authority"
"779","388","1","National Archives of Australia"
"780","389","1","National blood agreement management"
"781","390","1","National Capital Functions"
"782","390","2","National Capital Estate"
"783","391","1","National Competition Council"
"784","392","1","Reasonable and necessary care and support for participants"
"785","392","2","Community inclusion and capacity development grants"
"786","392","3","Agency costs"
"787","393","1","Collect, preserve and share the national audiovisual collection"
"788","394","1","Collection development, management, access and promotion"
"789","395","1","National health funding pool administration"
"790","396","1","Health and medical research"
"791","397","1","National Library of Australia"
"792","398","1","Collection Management, Research, Exhibitions and Programs"
"793","399","1","National Mental Health Commission"
"794","400","1","Regulatory oversight of Safety Cases, Well Operations Management Plans and Environment Plans coupled with effective monitoring, investigation and enforcement."
"795","401","1","Develop, maintain and provide access to Australia's national portrait collection"
"796","402","1","National Transport Commission"
"797","403","1","Complaint handling, compliance and monitoring, and education and promotion"
"798","404","1","Office of the Commonwealth Ombudsman"
"799","405","1","An independent service to prosecute alleged offences against the criminal law of the Commonwealth"
"800","406","1","Office of the Inspector-General of Intelligence and Security"
"801","407","1","Assessment and Reports"
"802","407","2","Coordination and Evaluation"
"803","408","1","Support of the Governor-General and Official Activities"
"804","409","1","Legislative drafting and publication"
"805","410","1","Old Parliament House"
"806","411","1","Parliamentary Budget Office"
"807","412","1","Productivity Commission"
"808","413","1","Jobs, Land and Economy"
"809","413","2","Children and Schooling"
"810","413","3","Safety and Wellbeing"
"811","413","4","Culture and Capability"
"812","413","5","Remote Australia Strategies"
"813","413","6","Program Support"
"814","414","1","Prime Minister and Cabinet"
"815","414","1","Prime Minister and Cabinet"
"816","415","1","Safeguarding the integrity of the Medicare program and"
"817","416","1","Royal Australian Mint"
"818","417","1","Rural Industries Research and Development"
"819","418","1","SBS General Operational Activities"
"820","418","2","SBS Transmission and Distribution Services"
"821","420","1","Sydney Harbour Federation Trust"
"822","421","1","Reform of and improvements to Australian work health and safety and workers' compensation arrangements"
"823","422","1","Regulation and Quality Assurance"
"824","423","1","Supporting Outcome 1"
"825","425","1","Department of the Treasury"
"826","425","2","Payments to International Financial Institutions"
"827","425","3","Support for Markets and Business"
"828","425","4","General Revenue Assistance"
"829","425","5","Assistance to the States for Healthcare Services"
"830","425","6","Assistance to the States for Skills and Workforce Development"
"831","425","7","Assistance to the States for Disability Services"
"832","425","8","Assistance to the States for Affordable Housing"
"833","425","9","National Partnership Payments to the States"
"834","426","1","Torres Strait Regional Development"
"835","427","1","Workplace Gender Equality"
"836","428","1","Australian Fisheries Management Authority"
"837","429","1","Water Reform"
"838","430","1","Water Reform"
"839","431","1","Agricultural Adaptation"
"840","431","2","Sustainable Management - Natural Resources"
"841","431","3","Forestry Industry"
"842","431","4","Fishing Industry"
"843","431","3","Forestry Industry"
"844","431","4","Fishing Industry"
"845","431","8","Dairy Industry"
"846","431","10","Agricultural Resources"
"847","431","11","Drought Programs"
"848","431","12","Rural Programs"
"849","431","5","Horticulture Industry"
"850","431","6","Wool Industry"
"851","431","7","Grains Industry"
"852","431","8","Dairy Industry"
"853","431","9","Meat and Livestock Industry"
"854","431","10","Agricultural Resources"
"855","431","11","Drought Programs"
"856","431","12","Rural Programs"
"857","431","13","International Market Access"
"858","432","4","Fishing Industry"
"859","432","10","Agricultural Resources"
"860","432","3","Forestry Industry"
"861","433","1","Biosecurity and Export Services"
"862","433","2","Plant and Animal Health"
"863","433","2","Plant and Animal Health"
"864","434","2","Plant and Animal Health"
"865","435","1","Biosecurity and Export Services"
"866","435","2","Plant and Animal Health"
"867","435","2","Plant and Animal Health"
"868","436","2","Plant and Animal Health"
"869","437","1","Water Reform"
"870","438","1","Water Reform"
"871","439","1","Agricultural Adaptation"
"872","439","2","Sustainable Management - Natural Resources"
"873","439","3","Forestry Industry"
"874","439","4","Fishing Industry"
"875","439","3","Forestry Industry"
"876","439","4","Fishing Industry"
"877","439","8","Dairy Industry"
"878","439","10","Agricultural Resources"
"879","439","11","Drought Programs"
"880","439","12","Rural Programs"
"881","439","5","Horticulture Industry"
"882","439","6","Wool Industry"
"883","439","7","Grains Industry"
"884","439","8","Dairy Industry"
"885","439","9","Meat and Livestock Industry"
"886","439","10","Agricultural Resources"
"887","439","11","Drought Programs"
"888","439","12","Rural Programs"
"889","439","13","International Market Access"
"890","440","4","Fishing Industry"
"891","440","10","Agricultural Resources"
"892","440","3","Forestry Industry"
"893","441","1","Australian Grape and Wine Authority"
"894","442","1","Australian Pesticides and Veterinary Medicines Authority"
"895","443","1","Cotton Research and Development Corporation"
"896","444","1","Fisheries Research and Development Corporation"
"897","445","1","Grains Research and Development Corporation"
"898","446","1","Murray-Darling Basin Authority"
"899","447","1","Rural Industries Research and Development"
"900","448","1","Australian Criminal Intelligence Commission"
"901","449","1","Detect, investigate and prevent corruption in prescribed law enforcement agencies; assist law enforcement agencies to maintain and improve the integrity of staff members"
"902","450","1","Administrative Appeals Tribunal"
"903","451","1","Security Intelligence"
"904","453","1","AUSTRAC"
"905","454","1","ACT Community Policing"
"906","455","1","Federal Policing and National Security"
"907","455","2","International Policing Assistance"
"908","456","1","Personal Insolvency and Trustee Services"
"909","456","2","Operation of a National Register of Security Interests in Personal Property"
"910","457","1","Australians have access to independent human rights complaint handling and public inquiries processes and benefit from human rights education, promotion and monitoring, and compliance activities"
"911","458","1","Australian Institute of Criminology"
"912","459","1","Conducting inquiries into aspects of Australian law and related processes for the purpose of law reform"
"913","460","1","Commonwealth Courts Corporate Services"
"914","461","1","Federal Circuit Court of Australia"
"915","462","1","Federal Court of Australia"
"916","463","1","Family Court of Australia"
"917","464","1","High Court Business"
"918","465","1","National Archives of Australia"
"919","466","1","Legislative drafting and publication"
"920","467","1","Complaint handling, compliance and monitoring, and education and promotion"
"921","468","1","An independent service to prosecute alleged offences against the criminal law of the Commonwealth"
"922","469","1","(ABC General Operational Activities) "
"923","469","2","(ABC Transmission and Distribution Services) "
"924","470","1","Communications, regulation, planning and licensing"
"925","470","2","Consumer safeguards, education and information"
"926","470","3","Office of the Children's eSafety Commissioner"
"927","471","1","Delivery of specialist education to meet the diverse creative needs of students and the skill requirements of industry by means of Award courses, activities and events and through its Open Program."
"928","472","1","Management of maritime heritage"
"929","473","1","To champion and invest in Australian arts"
"930","474","1","Arts and Cultural Development"
"931","476","1","Collect, preserve and share the national audiovisual collection"
"932","477","1","Collection development, management, access and promotion"
"933","478","1","National Library of Australia"
"934","479","1","Collection Management, Research, Exhibitions and Programs"
"935","480","1","Develop, maintain and provide access to Australia's national portrait collection"
"936","481","1","Old Parliament House"
"937","482","1","SBS General Operational Activities"
"938","482","2","SBS Transmission and Distribution Services"
"939","483","1","Screen Australia"
"940","484","1","National Curriculum"
"941","484","2","National Assessment"
"942","484","3","National Data Collection and Reporting"
"943","484","4","National Collaboration and Leadership"
"944","485","1","Australian Institute of Aboriginal and Torres Strait Islander Studies"
"945","486","1","Assistance for Quality Teaching and Learning"
"946","487","1","Discovery - research and research training"
"947","487","2","Linkage - cross-sector research partnerships"
"948","487","3","Excellence in Research for Australia"
"949","487","4","ARC Departmental"
"950","488","1","Regulation and advice"
"951","489","1","Commonwealth Grant Scheme"
"952","489","2","Higher Education Superannuation Program"
"953","489","3","Higher Education Support"
"954","489","4","Higher Education Loan Program"
"955","489","5","Investment in Higher Education Research"
"956","489","6","Research Capacity"
"957","489","7","International Education Support"
"958","489","8","Building Skills and Capability"
"959","491","1","Support for the Child Care System"
"960","491","2","Child Care Benefit"
"961","491","3","Child Care Rebate"
"962","491","4","Child Care Subsidy"
"963","491","5","Government Schools National Support"
"964","491","6","Non-Government Schools National Support"
"965","491","7","Early Learning and Schools Support"
"966","491","8","Youth Support"
"967","493","1","Regulation and Quality Assurance"
"968","494","1","Education Services and Compliance Activities"
"969","495","1","Asbestos Safety and Eradication Agency"
"970","496","1","Comcare Departmental"
"971","497","1","Comcare Departmental"
"972","498","1","Employment Services"
"973","500","1","Workplace Support"
"974","500","2","Workers' Compensation Payments"
"975","501","1","Dispute resolution, minimum wage setting, orders and approvals of agreements"
"976","502","1","Education Services and Compliance Activities—To educate employers, employees, organisations and contractors about the workplace relations system and to ensure compliance with workplace laws."
"977","503","1","Registered Organisations Commission"
"978","504","1","Reform of and improvements to Australian work health and safety and workers' compensation arrangements"
"979","505","1","Workplace Gender Equality"
"980","506","1","Australian Renewable Energy Agency"
"981","507","1","Bureau of Meteorology"
"982","508","1","Reviewing Climate Change Mitigation Policies"
"983","509","1","Clean Energy Finance Corporation"
"984","510","1","Clean Energy Regulator"
"985","511","1","Clean Energy Regulator"
"986","512","1","Parks and Reserves"
"987","513","1","Energy (a)"
"988","514","1","Reducing Australia's Greenhouse Gas Emissions"
"989","514","2","Adapting to Climate Change"
"990","514","3","Renewable Energy Technology Development"
"991","516","1","Sustainable Management of Natural Resources and the Environment"
"992","516","2","Environmental Information and Research"
"993","516","3","Commonwealth Environmental Water"
"994","516","4","Conservation of Australia's Heritage and Environment"
"995","516","5","Environmental Regulation"
"996","516","6","Management of Hazardous Wastes, Substances and Pollutants"
"997","518","1","Antarctica: Science, Policy and Presence"
"998","519","1","Improving the Outlook for the Great Barrier Reef"
"999","520","1","Sydney Harbour Federation Trust"
"1000","521","1","Deliver Electoral Events"
"1001","522","1","Superannuation Scheme Governance"
"1002","523","1","Management of the Investment of the Future Fund"
"1003","523","2","Management of the Investment of the Australian Government Investment Funds"
"1004","524","1","Ministerial and Parliamentary Services"
"1005","525","1","Public Sector Governance"
"1006","525","2","Transforming Government"
"1007","525","3","Property and Construction"
"1008","525","4","Insurance and Risk Management"
"1009","525","5","Technology and Procurement Services"
"1010","525","6","Service Delivery Office"
"1011","525","7","Public Sector Superannuation"
"1012","525","8","Australian Government Investment Funds"
"1013","526","1","Budget and Financial Management"
"1014","527","1","Independent Parliamentary Expenses Authority - Travel Oversight and Reporting"
"1015","528","1","International Agricultural Research and Development"
"1016","529","1","Secret Intelligence"
"1017","529","2","Other Services"
"1018","530","2","Programmes to promote Australia's exports and other international economic interests"
"1019","531","1","Promotion of Australia's export and other international economic interests"
"1020","531","2","Programmes to promote Australia's exports and other international economic interests"
"1021","533","1","Consular Services"
"1022","534","1","Consular Services"
"1023","534","2","Passport Services"
"1024","535","1","Foreign Affairs and Trade Security and IT"
"1025","535","2","Overseas Property"
"1026","536","1","Foreign Affairs and Trade Operations"
"1027","536","2","Official Development Assistance"
"1028","536","3","Official Development Assistance - Multilateral Replenishments"
"1029","536","4","Official Development Assistance - East Asia AIPRD"
"1030","536","5","Payments to International Organisations"
"1031","536","6","New Colombo Plan - Transforming Regional Relationships"
"1032","536","7","Public Information Services and Public Diplomacy"
"1033","536","8","Programs to Promote Australia's International Tourism Interests"
"1034","537","1","Suport Outcome 1"
"1035","538","1","Supporting Outcome 1"
"1036","539","1","Quality Assessment, Compliance Monitoring and Promotion of High Quality Care in Australian Government Subsidised Aged Care Services"
"1037","540","1","Safety and quality in health care"
"1038","541","1","Digital Health"
"1039","542","1","Develop, Collect, Analyse and Report High Quality National Health and Welfare Information and Statistics for Governments and the Community"
"1040","543","1","Radiation Protection and Nuclear Safety"
"1041","544","1","Engagement, Deterrence, Detection and Enforcement"
"1042","545","1","Australian Sports Commission"
"1043","546","1","Improved Cancer Control"
"1044","547","1","Food Regulatory Activity and Services to the Minister and Parliament"
"1045","548","1","Medical Benefits"
"1046","548","2","Hearing Services"
"1047","548","3","Pharmaceutical Benefits"
"1048","548","4","Private Health Insurance"
"1049","548","5","Medical Indemnity"
"1050","548","6","Dental Services (d)"
"1051","548","7","Health Benefit Compliance"
"1052","548","8","Targeted Assistance - Aids and Appliances"
"1053","549","1","Mental Health (a)"
"1054","549","2","Aboriginal and Torres Strait Islander Health (a)"
"1055","549","3","Health Workforce"
"1056","549","4","Preventative Health and Chronic Disease (a)"
"1057","549","5","Primary Health Care Quality and Coordination"
"1058","549","6","Primary Care Practice Incentives"
"1059","549","7","Hospital Services (a)"
"1060","549","4","Preventive Health and Chronic Disease Support"
"1061","550","1","Access and Information"
"1062","550","2","Home Support and Care (d)"
"1063","550","3","Residential and Flexible Care"
"1064","550","4","Aged Care Quality"
"1065","551","1","Sport and Recreation (a)"
"1066","552","1","Protect the Health and Safety of the Community through Regulation"
"1067","552","2","Health Protection and Emergency Response (h)"
"1068","552","3","Immunisation (h)"
"1069","553","1","Health Policy Research and Analysis (a)"
"1070","553","2","Health Innovation and Technology"
"1071","553","3","Health Infrastructure (a)"
"1072","553","4","Health Peak and Advisory Bodies"
"1073","553","5","International Policy"
"1074","554","1","Public Hospital Price Determinations"
"1075","555","1","National Blood Agreement Management"
"1076","556","1","National Health Funding Pool Administration"
"1077","557","1","Health and Medical Research"
"1078","558","1","National Mental Health Commission"
"1079","559","1","A Nationally Coordinated System for Organ and Tissue Donation for Transplantation"
"1080","560","1","Safeguarding the Integrity of the Medicare Program and Pharmaceutical Benefits Scheme"
"1081","561","1","Services to the Community - Social Security and Welfare"
"1082","561","2","Services to the Community - Health"
"1083","561","3","Child Support"
"1084","562","3","Onshore Compliance and Detentiond"
"1085","562","4","IMA Offshore Managementd"
"1086","563","1","Citizenship"
"1087","563","1",
"1088","563","2","Migration"
"1089","563","2",
"1090","563","3","Visas"
"1091","563","4","Refugee and Humanitarian Assistance"
"1092","563","4",
"1093","564","1","Border- Revenue Collection"
"1094","564","2","Trade Faciliation and Industry Engagement"
"1095","565","1","Marine Research"
"1096","566","1","Science and Technology Solutions"
"1097","567","1","Research - Science, Services and Innovation Fund"
"1098","567","2","National Research Infrastructure - National Facilities and Collections"
"1099","567","3","Science and Industry Endowment Fund"
"1100","568","1","Geoscientific and spatial information services"
"1101","569","1","Supporting Science and Commercialisation"
"1102","570","3","Program Support"
"1103","571","1","Supporting Science and Commercialisation"
"1104","571","2","Growing Business Investment and Improving Business Capability"
"1105","571","3","Program Support"
"1106","572","2",
"1107","573","2","Growing Business Investment and Improving Business Capability"
"1108","573","2","Growing Business Investment and Improving Business Capability"
"1109","573","2","Growing Business Investment and Improving Business Capability"
"1110","574","1","IP Rights Administration and Professional Registration"
"1111","574","2","Education, Awareness and International Engagement"
"1112","574","3","Advice to Government"
"1113","575","1","Northern Australia Infrastructure Facility"
"1114","576","1","Regulatory oversight of Safety Cases, Well Operations Management Plans and Environment Plans coupled with effective monitoring, investigation and enforcement"
"1115","577","1","Australian Maritime Safety Authority"
"1116","578","1","Australian Transport Safety Bureau"
"1117","579","1","Civil Aviation Safety Authority"
"1118","580","1","Services to territories"
"1119","581","1","Infrastructure Investment"
"1120","582","1","Regional Development"
"1121","583","1","Transport Security"
"1122","583","2","Surface Transport"
"1123","583","3","Road Safety"
"1124","583","4","Air Transport"
"1125","584","1","Infrastructure Australia"
"1126","585","1","National Capital Functions"
"1127","585","2","National Capital Estate"
"1128","586","1","National Transport Commission"
"1129","587","1","Other Departmental DHOR"
"1130","587","2","Schools Hospitality"
"1131","588","1","Other Departmental DHOR"
"1132","588","2","Administered"
"1133","589","1","Parliamentary Services"
"1134","589","2","Parliament House Works Program"
"1135","592","1","Company Operated Hostels"
"1136","593","1","Assurance Audit Services"
"1137","593","2","Performance Audit Services"
"1138","594","1","Australian Public Service Commission"
"1139","594","2","Parliamentarians' and Judicial Office Holders' Remuneration and Entitlements"
"1140","595","1","The Digital Transformation Agency"
"1141","596","1","Equities and Investments"
"1142","596","2","Indigenous Home Ownership"
"1143","596","3","Business Development and Assistance"
"1144","597","1","Assistance in the acquisition and management of an Indigenous land base"
"1145","598","1","IPFA - Departmental - Outcome 1"
"1146","599","1","Office of the Commonwealth Ombudsman"
"1147","600","1","Office of the Inspector-General of Intelligence and Security"
"1148","601","1","Assessment and Reports"
"1149","601","2","Coordination and Evaluation"
"1150","602","1","Support of the Governor-General and Official Activities"
"1151","603","1","Jobs, Land and Economy"
"1152","603","2","Children and Schooling"
"1153","603","3","Safety and Wellbeing"
"1154","603","4","Culture and Capability"
"1155","603","5","Remote Australia Strategies"
"1156","603","6","Research and Evaluation"
"1157","603","7","Program Support"
"1158","604","1","Prime Minister and Cabinet"
"1159","604","1","Prime Minister and Cabinet"
"1160","605","1","Torres Strait Regional Development"
"1161","606","1","(Australian Institute of Family Studies)"
"1162","607","1","Reasonable and necessary care and support for participants"
"1163","607","2","Community inclusion and capacity development grants"
"1164","607","3","Agency costs"
"1165","608","1","- Disability Mental Health and Carers"
"1166","608","2","- National Disability Insurance Scheme"
"1167","608","3","- Program Support for Outcome 3"
"1168","609","1","- Families and Communities"
"1169","609","2","- Paid Parental Leave"
"1170","609","3","- Social and Community Services"
"1171","609","4","Program Support for Outcome 2"
"1172","610","1","- Families and Communities"
"1173","610","2","- Paid Parental Leave"
"1174","610","3","- Social and Community Services"
"1175","610","4","- Program Support for Outcome 2"
"1176","611","1","- Families and Communities"
"1177","613","10","- Working Age Payments"
"1178","615","1","- Family Tax Benefit"
"1179","615","2","- Child Payments"
"1180","615","4","- Income Support for People in Special Circumstances"
"1181","615","5","- Supplementary Payments and Support for Income Support Recipients"
"1182","615","6","- Income Support for Seniors"
"1183","615","7","- Allowances and Concessions for Seniors"
"1184","615","8","- Income Support for People with Disability"
"1185","615","9","- Income Support for Carers"
"1186","615","10","- Working Age Payments"
"1187","615","11","- Student Payments"
"1188","615","12","Program Support for Outcome 1"
"1189","616","1","- Housing and Homelessness"
"1190","616","2","- Affordable Housing"
"1191","616","3","- Program Support for Outcome 4"
"1192","618","1","Australian Office of Financial Management"
"1193","619","1","Australian Accounting Standards Board"
"1194","620","1","Australian Bureau of Statistics"
"1195","621","1","Australian Competition and Consumer Commission"
"1196","621","2","Australian Energy Regulator"
"1197","622","1","Australia Prudential Regulation Authority"
"1198","623","1","Australian Securities and Investments Commission"
"1199","623","2","Banking Act 1959, Life Insurance Act 1995, unclaimed monies and special accounts"
"1200","624","1","Australian Taxation Office"
"1201","624","2","Tax Practitioners Board"
"1202","624","3","Australian Business Register"
"1203","624","4","Australian Charities and Not-for-profits"
"1204","624","5","Australian Screen Production Incentive"
"1205","624","6","Exploration Development Incentive"
"1206","624","7","Fuel Tax Credits Scheme"
"1207","624","8","National Rental Affordability Scheme"
"1208","624","9","Product Stewardship for Oil"
"1209","624","10","Research & Development Tax Incentive"
"1210","624","11","Low Income Superannuation Tax Offset"
"1211","624","12","Private Health Insurance Rebate"
"1212","624","13","Superannuation Co-contribution Scheme"
"1213","624","14","Superannuation Guarantee Scheme"
"1214","624","15","Targeted assistance through the taxation system"
"1215","624","16","Interest on Overpayment and Early Payments"
"1216","624","17","Bad & Doubtful Debts & Remissions"
"1217","624","18","Other Administered (c)"
"1218","625","1","Auditing and Assurance Standards Board"
"1219","626","1","Commonwealth Grants Commission"
"1220","627","1","Inspector-General of Taxation"
"1221","628","1","National Competition Council"
"1222","629","1","Productivity Commission"
"1223","630","1","Royal Australian Mint"
"1224","631","1","Department of the Treasury"
"1225","631","2","Payments to International Financial Institutions"
"1226","631","3","Support for Markets and Business"
"1227","631","4","General Revenue Assistance"
"1228","631","5","Assistance to the States for Healthcare Services"
"1229","631","6","Assistance to the States for Skills and Workforce Development"
"1230","631","7","Assistance to the States for Disability Services"
"1231","631","8","Assistance to the States for Affordable Housing"
"1232","631","9","National Partnership Payments to the States"
"1233","632","1","General Medical Consultations and Services"
"1234","633","3","Veterans' Pharmaceuticals Benefits"
"1235","634","7","Adjustment to the Military Rehabilitation and Compensation Acts Liability Provision - Health and Other Care Services"
"1236","635","2","Veterans' Hospital Services"
"1237","636","4","Veterans' Community Care and Support"
"1238","637","6","Military Rehabilitation and Compensation Acts - Health and Other Care Services"
"1239","638","5","Veterans' Counselling and Other Health Services"
"1240","639","1","Expenses"
"1241","639","2","Expenses"
"1242","640","1","Company Operated Hostels"
"1243","640","2","Community Operated Hostels"
"1244","641","1",
"1245","642","1","Arts and Cultural Development"
"1246","643","1","expenses"
"1247","644","1","Attorney-General's Department Operating Expenses— Civil Justice and Legal Services"
"1248","644","2","Attorney-General's Department Operating Expenses— National Security and Criminal Justice"
"1249","644","3","Justice Services"
"1250","644","4","Family Relationships"
"1251","644","5","Indigenous Law and Justice"
"1252","644","6","National Security and Criminal Justice"
"1253","644","7","Australian Government Disaster Financial Support Payments"
"1254","644","8","Royal Commissions"
"1255","647","1","Investment in the Arts"
"1256","648","1","expenses"
"1257","649","1","ABC Analog Transmission"
"1258","650","1","Access to digital radio services"
"1259","651","1","Access to digital TV services"
"1260","652","1","ABC General Operational Activities"
"1261","653","1","Australian Bureau of Statistics"
"1262","654","1","International Agricultural Research and Development"
"1263","655","1","Detect, investigate and prevent corruption in prescribed law enforcement agencies; assist law enforcement agencies to maintain and improve the integrity of staff members"
"1264","656","1","Safety and quality in health care"
"1265","657","1","Communications regulation, planning and licensing"
"1266","657","2","Consumer safeguards, education and information"
"1267","658","1","Communications regulation, planning and licensing"
"1268","658","2","Consumer safeguards, education and information"
"1269","659","1","Australian Competition"
"1270","659","2","Australian Energy"
"1271","660","1","Australian Competition and Consumer"
"1272","660","2","Australian Energy Regulator"
"1273","662","1","National Curriculum"
"1274","662","2","National Data Collection and Reporting"
"1275","662","3","National Assessment"
"1276","663","1","Border Enforcement"
"1277","663","2","Border Management"
"1278","663","3","Border Revenue"
"1279","664","1","Electoral Roll Management"
"1280","665","2","Election Management and Support Services"
"1281","666","1","Electoral Roll Management"
"1282","666","2","Election Management and Support Services"
"1283","666","3","Education and Communication"
"1284","667","3","Education and Communication"
"1285","668","1","expenses"
"1286","669","1","Federal Policing and National Security"
"1287","669","2","International Police Assistance"
"1288","670","1","ACT Community Policing"
"1289","671","1","Delivery of specialist education to meet the diverse creative needs of students and the skill requirements of industry by means of award courses, activities and events and through its Open Program"
"1290","672","1","Australian Fisheries Management Authority"
"1291","673","1","Australian Grape and Wine Authority"
"1292","674","1","Australians have access to independent human rights complaint handling and public inquiries processes and benefit from human rights education, promotion and monitoring, and compliance activities"
"1293","675","1","Assistance for quality teaching and learning"
"1294","676","1","AIATSIS: Research and Collections"
"1295","677","1","Australian Institute of Criminology"
"1296","678","1","Develop, collect, analyse and report high quality national health and"
"1297","679","1","Marine Research"
"1298","680","1","Marine Research"
"1299","682","1","Conducting inquiries into aspects of Australian law and related processes for the purpose of law reform"
"1300","683","1","Seafarer and ship safety and environment"
"1301","683","2","Search and rescue program"
"1302","684","1","Assurance Audit Services"
"1303","684","2","Performance Audit Services"
